"BehaviorSpace results (NetLogo 5.3)"
"Virus.nlogo"
"experiment"
"01/27/2016 11:08:48:370 +0000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-17","17","-17","17"
"[run number]","duration","infectiousness","chance-recover","[step]","count turtles"
"32","50","10","0","82","130"
"33","50","10","0","45","149"
"32","50","10","0","83","130"
"24","30","40","0","144","50"
"33","50","10","0","46","149"
"32","50","10","0","84","130"
"33","50","10","0","47","149"
"32","50","10","0","85","130"
"34","50","25","0","0","150"
"33","50","10","0","48","149"
"32","50","10","0","86","130"
"33","50","10","0","49","149"
"34","50","25","0","1","150"
"32","50","10","0","87","130"
"33","50","10","0","50","149"
"34","50","25","0","2","150"
"32","50","10","0","88","130"
"33","50","10","0","51","139"
"32","50","10","0","89","130"
"34","50","25","0","3","150"
"24","30","40","0","145","50"
"33","50","10","0","52","139"
"34","50","25","0","4","150"
"32","50","10","0","90","130"
"32","50","10","0","91","130"
"34","50","25","0","5","150"
"24","30","40","0","146","50"
"33","50","10","0","53","139"
"32","50","10","0","92","130"
"34","50","25","0","6","150"
"33","50","10","0","54","139"
"32","50","10","0","93","130"
"24","30","40","0","147","50"
"33","50","10","0","55","139"
"34","50","25","0","7","150"
"32","50","10","0","94","130"
"33","50","10","0","56","139"
"34","50","25","0","8","150"
"32","50","10","0","95","130"
"24","30","40","0","148","50"
"33","50","10","0","57","138"
"34","50","25","0","9","150"
"32","50","10","0","96","130"
"33","50","10","0","58","138"
"24","30","40","0","149","50"
"34","50","25","0","10","150"
"32","50","10","0","97","130"
"33","50","10","0","59","138"
"32","50","10","0","98","130"
"33","50","10","0","60","138"
"34","50","25","0","11","150"
"24","30","40","0","150","50"
"32","50","10","0","99","130"
"34","50","25","0","12","150"
"33","50","10","0","61","138"
"32","50","10","0","100","130"
"34","50","25","0","13","150"
"32","50","10","0","101","130"
"32","50","10","0","102","130"
"34","50","25","0","14","150"
"33","50","10","0","62","138"
"32","50","10","0","103","130"
"34","50","25","0","15","150"
"33","50","10","0","63","138"
"32","50","10","0","104","130"
"34","50","25","0","16","150"
"32","50","10","0","105","130"
"33","50","10","0","64","138"
"34","50","25","0","17","150"
"32","50","10","0","106","130"
"33","50","10","0","65","137"
"32","50","10","0","107","130"
"34","50","25","0","18","149"
"33","50","10","0","66","137"
"32","50","10","0","108","130"
"35","50","25","0","0","150"
"33","50","10","0","67","137"
"34","50","25","0","19","149"
"32","50","10","0","109","130"
"33","50","10","0","68","137"
"34","50","25","0","20","149"
"32","50","10","0","110","130"
"33","50","10","0","69","137"
"34","50","25","0","21","149"
"32","50","10","0","111","130"
"35","50","25","0","1","150"
"33","50","10","0","70","137"
"32","50","10","0","112","130"
"34","50","25","0","22","149"
"33","50","10","0","71","137"
"32","50","10","0","113","130"
"33","50","10","0","72","137"
"34","50","25","0","23","149"
"33","50","10","0","73","137"
"34","50","25","0","24","149"
"35","50","25","0","2","150"
"32","50","10","0","114","130"
"33","50","10","0","74","137"
"34","50","25","0","25","149"
"32","50","10","0","115","130"
"33","50","10","0","75","137"
"34","50","25","0","26","149"
"32","50","10","0","116","130"
"33","50","10","0","76","136"
"34","50","25","0","27","149"
"32","50","10","0","117","130"
"35","50","25","0","3","150"
"33","50","10","0","77","136"
"32","50","10","0","118","130"
"34","50","25","0","28","149"
"32","50","10","0","119","130"
"33","50","10","0","78","136"
"34","50","25","0","29","149"
"32","50","10","0","120","130"
"33","50","10","0","79","136"
"35","50","25","0","4","150"
"34","50","25","0","30","149"
"32","50","10","0","121","130"
"33","50","10","0","80","136"
"32","50","10","0","122","130"
"33","50","10","0","81","136"
"34","50","25","0","31","149"
"32","50","10","0","123","130"
"33","50","10","0","82","135"
"34","50","25","0","32","149"
"32","50","10","0","124","130"
"35","50","25","0","5","149"
"33","50","10","0","83","135"
"34","50","25","0","33","149"
"32","50","10","0","125","130"
"33","50","10","0","84","135"
"34","50","25","0","34","149"
"32","50","10","0","126","130"
"33","50","10","0","85","135"
"32","50","10","0","127","130"
"34","50","25","0","35","149"
"35","50","25","0","6","149"
"33","50","10","0","86","135"
"32","50","10","0","128","130"
"34","50","25","0","36","149"
"33","50","10","0","87","135"
"32","50","10","0","129","130"
"33","50","10","0","88","135"
"34","50","25","0","37","149"
"32","50","10","0","130","130"
"35","50","25","0","7","149"
"33","50","10","0","89","135"
"34","50","25","0","38","149"
"32","50","10","0","131","130"
"33","50","10","0","90","135"
"34","50","25","0","39","149"
"32","50","10","0","132","130"
"33","50","10","0","91","135"
"32","50","10","0","133","130"
"34","50","25","0","40","149"
"33","50","10","0","92","135"
"33","50","10","0","93","135"
"34","50","25","0","41","149"
"32","50","10","0","134","130"
"35","50","25","0","8","149"
"33","50","10","0","94","135"
"32","50","10","0","135","130"
"34","50","25","0","42","149"
"33","50","10","0","95","135"
"32","50","10","0","136","130"
"34","50","25","0","43","149"
"33","50","10","0","96","135"
"32","50","10","0","137","130"
"34","50","25","0","44","149"
"33","50","10","0","97","134"
"35","50","25","0","9","149"
"32","50","10","0","138","130"
"33","50","10","0","98","133"
"32","50","10","0","139","130"
"34","50","25","0","45","149"
"32","50","10","0","140","130"
"34","50","25","0","46","149"
"32","50","10","0","141","130"
"33","50","10","0","99","133"
"34","50","25","0","47","149"
"32","50","10","0","142","130"
"33","50","10","0","100","133"
"34","50","25","0","48","149"
"35","50","25","0","10","149"
"33","50","10","0","101","133"
"32","50","10","0","143","130"
"34","50","25","0","49","149"
"32","50","10","0","144","130"
"33","50","10","0","102","133"
"32","50","10","0","145","130"
"33","50","10","0","103","133"
"32","50","10","0","146","130"
"35","50","25","0","11","149"
"34","50","25","0","50","149"
"33","50","10","0","104","133"
"32","50","10","0","147","130"
"33","50","10","0","105","133"
"34","50","25","0","51","139"
"32","50","10","0","148","130"
"33","50","10","0","106","133"
"32","50","10","0","149","130"
"33","50","10","0","107","133"
"34","50","25","0","52","138"
"33","50","10","0","108","133"
"35","50","25","0","12","149"
"32","50","10","0","150","130"
"33","50","10","0","109","133"
"34","50","25","0","53","137"
"33","50","10","0","110","133"
"34","50","25","0","54","137"
"33","50","10","0","111","133"
"34","50","25","0","55","137"
"33","50","10","0","112","133"
"35","50","25","0","13","149"
"36","50","25","0","0","150"
"34","50","25","0","56","137"
"33","50","10","0","113","133"
"33","50","10","0","114","133"
"36","50","25","0","1","150"
"34","50","25","0","57","136"
"33","50","10","0","115","133"
"36","50","25","0","2","150"
"34","50","25","0","58","136"
"35","50","25","0","14","149"
"33","50","10","0","116","133"
"36","50","25","0","3","150"
"34","50","25","0","59","135"
"33","50","10","0","117","133"
"36","50","25","0","4","150"
"34","50","25","0","60","135"
"33","50","10","0","118","133"
"36","50","25","0","5","150"
"34","50","25","0","61","134"
"33","50","10","0","119","133"
"35","50","25","0","15","149"
"33","50","10","0","120","133"
"36","50","25","0","6","150"
"34","50","25","0","62","134"
"33","50","10","0","121","133"
"36","50","25","0","7","150"
"34","50","25","0","63","133"
"33","50","10","0","122","133"
"36","50","25","0","8","150"
"34","50","25","0","64","132"
"33","50","10","0","123","133"
"35","50","25","0","16","149"
"33","50","10","0","124","133"
"36","50","25","0","9","150"
"34","50","25","0","65","132"
"33","50","10","0","125","133"
"36","50","25","0","10","150"
"34","50","25","0","66","132"
"33","50","10","0","126","133"
"36","50","25","0","11","150"
"34","50","25","0","67","132"
"33","50","10","0","127","133"
"35","50","25","0","17","149"
"34","50","25","0","68","132"
"36","50","25","0","12","150"
"33","50","10","0","128","133"
"34","50","25","0","69","131"
"36","50","25","0","13","150"
"33","50","10","0","129","132"
"34","50","25","0","70","131"
"33","50","10","0","130","132"
"36","50","25","0","14","150"
"35","50","25","0","18","149"
"33","50","10","0","131","132"
"34","50","25","0","71","129"
"36","50","25","0","15","150"
"33","50","10","0","132","132"
"34","50","25","0","72","129"
"36","50","25","0","16","150"
"33","50","10","0","133","132"
"34","50","25","0","73","129"
"36","50","25","0","17","150"
"35","50","25","0","19","149"
"33","50","10","0","134","132"
"34","50","25","0","74","129"
"36","50","25","0","18","150"
"33","50","10","0","135","132"
"34","50","25","0","75","129"
"33","50","10","0","136","132"
"36","50","25","0","19","150"
"34","50","25","0","76","128"
"33","50","10","0","137","132"
"36","50","25","0","20","150"
"35","50","25","0","20","149"
"34","50","25","0","77","127"
"33","50","10","0","138","132"
"36","50","25","0","21","149"
"34","50","25","0","78","127"
"33","50","10","0","139","132"
"36","50","25","0","22","149"
"33","50","10","0","140","132"
"34","50","25","0","79","127"
"36","50","25","0","23","149"
"35","50","25","0","21","148"
"33","50","10","0","141","132"
"34","50","25","0","80","127"
"36","50","25","0","24","149"
"33","50","10","0","142","132"
"34","50","25","0","81","127"
"36","50","25","0","25","149"
"33","50","10","0","143","132"
"34","50","25","0","82","123"
"33","50","10","0","144","132"
"36","50","25","0","26","149"
"35","50","25","0","22","148"
"34","50","25","0","83","122"
"33","50","10","0","145","132"
"36","50","25","0","27","149"
"34","50","25","0","84","122"
"33","50","10","0","146","132"
"36","50","25","0","28","149"
"34","50","25","0","85","122"
"33","50","10","0","147","131"
"35","50","25","0","23","148"
"34","50","25","0","86","122"
"33","50","10","0","148","131"
"36","50","25","0","29","149"
"33","50","10","0","149","131"
"34","50","25","0","87","121"
"33","50","10","0","150","131"
"36","50","25","0","30","149"
"34","50","25","0","88","121"
"36","50","25","0","31","149"
"37","50","40","0","0","150"
"34","50","25","0","89","121"
"36","50","25","0","32","149"
"37","50","40","0","1","150"
"34","50","25","0","90","119"
"36","50","25","0","33","149"
"35","50","25","0","24","148"
"37","50","40","0","2","150"
"36","50","25","0","34","149"
"34","50","25","0","91","116"
"37","50","40","0","3","150"
"36","50","25","0","35","148"
"34","50","25","0","92","114"
"37","50","40","0","4","150"
"34","50","25","0","93","113"
"36","50","25","0","36","148"
"35","50","25","0","25","148"
"37","50","40","0","5","150"
"34","50","25","0","94","112"
"36","50","25","0","37","148"
"37","50","40","0","6","150"
"34","50","25","0","95","112"
"36","50","25","0","38","148"
"34","50","25","0","96","111"
"37","50","40","0","7","150"
"35","50","25","0","26","147"
"36","50","25","0","39","148"
"34","50","25","0","97","110"
"37","50","40","0","8","150"
"34","50","25","0","98","109"
"36","50","25","0","40","148"
"37","50","40","0","9","150"
"34","50","25","0","99","109"
"36","50","25","0","41","148"
"37","50","40","0","10","150"
"35","50","25","0","27","147"
"34","50","25","0","100","109"
"37","50","40","0","11","150"
"36","50","25","0","42","148"
"34","50","25","0","101","109"
"37","50","40","0","12","150"
"36","50","25","0","43","148"
"34","50","25","0","102","108"
"34","50","25","0","103","108"
"37","50","40","0","13","150"
"36","50","25","0","44","148"
"35","50","25","0","28","147"
"34","50","25","0","104","108"
"37","50","40","0","14","150"
"36","50","25","0","45","148"
"34","50","25","0","105","106"
"37","50","40","0","15","150"
"36","50","25","0","46","148"
"34","50","25","0","106","104"
"37","50","40","0","16","150"
"36","50","25","0","47","148"
"35","50","25","0","29","147"
"34","50","25","0","107","104"
"37","50","40","0","17","150"
"36","50","25","0","48","148"
"34","50","25","0","108","103"
"37","50","40","0","18","150"
"36","50","25","0","49","148"
"34","50","25","0","109","102"
"37","50","40","0","19","150"
"34","50","25","0","110","102"
"36","50","25","0","50","148"
"35","50","25","0","30","147"
"37","50","40","0","20","150"
"34","50","25","0","111","100"
"36","50","25","0","51","139"
"34","50","25","0","112","99"
"37","50","40","0","21","149"
"36","50","25","0","52","139"
"34","50","25","0","113","97"
"37","50","40","0","22","149"
"34","50","25","0","114","97"
"36","50","25","0","53","138"
"37","50","40","0","23","149"
"35","50","25","0","31","147"
"34","50","25","0","115","97"
"36","50","25","0","54","138"
"37","50","40","0","24","149"
"34","50","25","0","116","97"
"36","50","25","0","55","138"
"34","50","25","0","117","97"
"37","50","40","0","25","149"
"36","50","25","0","56","137"
"34","50","25","0","118","95"
"35","50","25","0","32","147"
"37","50","40","0","26","149"
"36","50","25","0","57","137"
"34","50","25","0","119","93"
"37","50","40","0","27","149"
"34","50","25","0","120","92"
"36","50","25","0","58","136"
"34","50","25","0","121","92"
"37","50","40","0","28","149"
"36","50","25","0","59","135"
"34","50","25","0","122","91"
"37","50","40","0","29","149"
"35","50","25","0","33","147"
"34","50","25","0","123","91"
"36","50","25","0","60","135"
"37","50","40","0","30","149"
"34","50","25","0","124","91"
"36","50","25","0","61","135"
"34","50","25","0","125","90"
"37","50","40","0","31","149"
"36","50","25","0","62","135"
"34","50","25","0","126","90"
"37","50","40","0","32","149"
"35","50","25","0","34","147"
"36","50","25","0","63","135"
"34","50","25","0","127","90"
"37","50","40","0","33","149"
"34","50","25","0","128","90"
"36","50","25","0","64","135"
"37","50","40","0","34","149"
"34","50","25","0","129","90"
"36","50","25","0","65","135"
"34","50","25","0","130","90"
"35","50","25","0","35","147"
"37","50","40","0","35","149"
"34","50","25","0","131","90"
"36","50","25","0","66","135"
"37","50","40","0","36","149"
"34","50","25","0","132","90"
"36","50","25","0","67","135"
"34","50","25","0","133","89"
"37","50","40","0","37","149"
"35","50","25","0","36","147"
"36","50","25","0","68","135"
"34","50","25","0","134","88"
"37","50","40","0","38","149"
"34","50","25","0","135","88"
"36","50","25","0","69","133"
"34","50","25","0","136","86"
"37","50","40","0","39","149"
"36","50","25","0","70","132"
"35","50","25","0","37","147"
"34","50","25","0","137","85"
"37","50","40","0","40","149"
"36","50","25","0","71","131"
"34","50","25","0","138","83"
"37","50","40","0","41","149"
"34","50","25","0","139","82"
"36","50","25","0","72","130"
"34","50","25","0","140","82"
"37","50","40","0","42","149"
"35","50","25","0","38","147"
"36","50","25","0","73","129"
"37","50","40","0","43","149"
"36","50","25","0","74","129"
"37","50","40","0","44","149"
"36","50","25","0","75","129"
"37","50","40","0","45","149"
"34","50","25","0","141","82"
"36","50","25","0","76","128"
"37","50","40","0","46","149"
"34","50","25","0","142","82"
"35","50","25","0","39","147"
"36","50","25","0","77","128"
"37","50","40","0","47","149"
"36","50","25","0","78","128"
"34","50","25","0","143","82"
"37","50","40","0","48","149"
"34","50","25","0","144","82"
"35","50","25","0","40","147"
"37","50","40","0","49","149"
"34","50","25","0","145","82"
"36","50","25","0","79","128"
"34","50","25","0","146","81"
"37","50","40","0","50","149"
"36","50","25","0","80","128"
"34","50","25","0","147","81"
"37","50","40","0","51","140"
"36","50","25","0","81","128"
"34","50","25","0","148","81"
"34","50","25","0","149","81"
"37","50","40","0","52","139"
"35","50","25","0","41","147"
"36","50","25","0","82","127"
"34","50","25","0","150","81"
"37","50","40","0","53","138"
"36","50","25","0","83","127"
"36","50","25","0","84","126"
"36","50","25","0","85","126"
"38","50","40","0","0","150"
"37","50","40","0","54","138"
"35","50","25","0","42","147"
"36","50","25","0","86","124"
"37","50","40","0","55","137"
"38","50","40","0","1","150"
"36","50","25","0","87","124"
"37","50","40","0","56","136"
"38","50","40","0","2","150"
"36","50","25","0","88","122"
"35","50","25","0","43","147"
"37","50","40","0","57","135"
"38","50","40","0","3","150"
"36","50","25","0","89","122"
"37","50","40","0","58","135"
"38","50","40","0","4","150"
"37","50","40","0","59","132"
"38","50","40","0","5","150"
"36","50","25","0","90","121"
"35","50","25","0","44","147"
"37","50","40","0","60","131"
"36","50","25","0","91","120"
"38","50","40","0","6","150"
"37","50","40","0","61","131"
"36","50","25","0","92","120"
"38","50","40","0","7","150"
"36","50","25","0","93","119"
"37","50","40","0","62","131"
"38","50","40","0","8","150"
"36","50","25","0","94","118"
"37","50","40","0","63","128"
"35","50","25","0","45","147"
"38","50","40","0","9","150"
"36","50","25","0","95","118"
"37","50","40","0","64","127"
"38","50","40","0","10","150"
"36","50","25","0","96","117"
"37","50","40","0","65","127"
"38","50","40","0","11","150"
"36","50","25","0","97","116"
"37","50","40","0","66","127"
"38","50","40","0","12","150"
"36","50","25","0","98","116"
"37","50","40","0","67","126"
"35","50","25","0","46","146"
"38","50","40","0","13","150"
"36","50","25","0","99","116"
"37","50","40","0","68","124"
"36","50","25","0","100","115"
"37","50","40","0","69","123"
"38","50","40","0","14","150"
"36","50","25","0","101","115"
"37","50","40","0","70","122"
"38","50","40","0","15","150"
"36","50","25","0","102","114"
"35","50","25","0","47","146"
"37","50","40","0","71","121"
"38","50","40","0","16","150"
"36","50","25","0","103","113"
"37","50","40","0","72","121"
"38","50","40","0","17","150"
"36","50","25","0","104","112"
"37","50","40","0","73","121"
"38","50","40","0","18","150"
"36","50","25","0","105","112"
"35","50","25","0","48","146"
"37","50","40","0","74","121"
"38","50","40","0","19","150"
"36","50","25","0","106","111"
"37","50","40","0","75","121"
"38","50","40","0","20","150"
"36","50","25","0","107","111"
"37","50","40","0","76","120"
"38","50","40","0","21","150"
"36","50","25","0","108","110"
"35","50","25","0","49","146"
"37","50","40","0","77","119"
"38","50","40","0","22","150"
"36","50","25","0","109","110"
"37","50","40","0","78","119"
"36","50","25","0","110","110"
"38","50","40","0","23","150"
"37","50","40","0","79","117"
"36","50","25","0","111","110"
"38","50","40","0","24","150"
"37","50","40","0","80","115"
"35","50","25","0","50","146"
"36","50","25","0","112","110"
"37","50","40","0","81","114"
"38","50","40","0","25","150"
"37","50","40","0","82","114"
"38","50","40","0","26","150"
"37","50","40","0","83","113"
"35","50","25","0","51","137"
"38","50","40","0","27","150"
"36","50","25","0","113","108"
"38","50","40","0","28","150"
"36","50","25","0","114","107"
"37","50","40","0","84","113"
"36","50","25","0","115","106"
"38","50","40","0","29","150"
"37","50","40","0","85","112"
"35","50","25","0","52","137"
"36","50","25","0","116","106"
"37","50","40","0","86","110"
"38","50","40","0","30","150"
"36","50","25","0","117","105"
"37","50","40","0","87","109"
"38","50","40","0","31","150"
"36","50","25","0","118","105"
"37","50","40","0","88","109"
"38","50","40","0","32","149"
"36","50","25","0","119","105"
"35","50","25","0","53","137"
"37","50","40","0","89","107"
"38","50","40","0","33","149"
"36","50","25","0","120","104"
"37","50","40","0","90","107"
"38","50","40","0","34","149"
"36","50","25","0","121","104"
"37","50","40","0","91","105"
"36","50","25","0","122","103"
"37","50","40","0","92","104"
"38","50","40","0","35","149"
"36","50","25","0","123","101"
"37","50","40","0","93","104"
"38","50","40","0","36","149"
"35","50","25","0","54","137"
"36","50","25","0","124","101"
"37","50","40","0","94","104"
"38","50","40","0","37","149"
"36","50","25","0","125","100"
"37","50","40","0","95","104"
"38","50","40","0","38","149"
"36","50","25","0","126","99"
"37","50","40","0","96","104"
"36","50","25","0","127","99"
"35","50","25","0","55","137"
"38","50","40","0","39","149"
"37","50","40","0","97","104"
"36","50","25","0","128","98"
"37","50","40","0","98","100"
"38","50","40","0","40","149"
"36","50","25","0","129","97"
"37","50","40","0","99","100"
"36","50","25","0","130","97"
"38","50","40","0","41","149"
"35","50","25","0","56","137"
"37","50","40","0","100","97"
"36","50","25","0","131","97"
"38","50","40","0","42","149"
"37","50","40","0","101","96"
"36","50","25","0","132","96"
"37","50","40","0","102","95"
"38","50","40","0","43","149"
"36","50","25","0","133","96"
"35","50","25","0","57","137"
"37","50","40","0","103","94"
"38","50","40","0","44","149"
"36","50","25","0","134","94"
"37","50","40","0","104","94"
"36","50","25","0","135","92"
"38","50","40","0","45","149"
"37","50","40","0","105","93"
"36","50","25","0","136","90"
"37","50","40","0","106","90"
"35","50","25","0","58","137"
"38","50","40","0","46","149"
"37","50","40","0","107","89"
"36","50","25","0","137","88"
"38","50","40","0","47","148"
"36","50","25","0","138","87"
"37","50","40","0","108","89"
"36","50","25","0","139","87"
"37","50","40","0","109","87"
"38","50","40","0","48","148"
"37","50","40","0","110","85"
"36","50","25","0","140","87"
"35","50","25","0","59","137"
"38","50","40","0","49","148"
"37","50","40","0","111","82"
"36","50","25","0","141","85"
"37","50","40","0","112","82"
"36","50","25","0","142","83"
"38","50","40","0","50","148"
"37","50","40","0","113","81"
"36","50","25","0","143","83"
"37","50","40","0","114","81"
"38","50","40","0","51","138"
"36","50","25","0","144","83"
"35","50","25","0","60","137"
"37","50","40","0","115","79"
"36","50","25","0","145","82"
"38","50","40","0","52","138"
"37","50","40","0","116","77"
"36","50","25","0","146","80"
"37","50","40","0","117","75"
"38","50","40","0","53","137"
"36","50","25","0","147","80"
"37","50","40","0","118","73"
"36","50","25","0","148","78"
"38","50","40","0","54","136"
"35","50","25","0","61","136"
"37","50","40","0","119","73"
"36","50","25","0","149","77"
"37","50","40","0","120","72"
"38","50","40","0","55","136"
"36","50","25","0","150","77"
"37","50","40","0","121","70"
"38","50","40","0","56","136"
"37","50","40","0","122","70"
"37","50","40","0","123","68"
"38","50","40","0","57","135"
"37","50","40","0","124","68"
"39","50","40","0","0","150"
"37","50","40","0","125","67"
"38","50","40","0","58","134"
"37","50","40","0","126","65"
"39","50","40","0","1","150"
"37","50","40","0","127","64"
"38","50","40","0","59","134"
"37","50","40","0","128","64"
"39","50","40","0","2","150"
"35","50","25","0","62","136"
"38","50","40","0","60","133"
"37","50","40","0","129","64"
"39","50","40","0","3","150"
"37","50","40","0","130","63"
"38","50","40","0","61","133"
"37","50","40","0","131","63"
"39","50","40","0","4","150"
"37","50","40","0","132","62"
"38","50","40","0","62","133"
"37","50","40","0","133","62"
"39","50","40","0","5","150"
"38","50","40","0","63","133"
"37","50","40","0","134","62"
"35","50","25","0","63","135"
"37","50","40","0","135","62"
"39","50","40","0","6","150"
"38","50","40","0","64","132"
"37","50","40","0","136","62"
"37","50","40","0","137","61"
"39","50","40","0","7","150"
"38","50","40","0","65","132"
"37","50","40","0","138","61"
"37","50","40","0","139","61"
"39","50","40","0","8","150"
"38","50","40","0","66","131"
"35","50","25","0","64","134"
"37","50","40","0","140","61"
"39","50","40","0","9","150"
"37","50","40","0","141","61"
"38","50","40","0","67","131"
"37","50","40","0","142","60"
"39","50","40","0","10","149"
"38","50","40","0","68","130"
"37","50","40","0","143","60"
"37","50","40","0","144","60"
"39","50","40","0","11","149"
"35","50","25","0","65","133"
"37","50","40","0","145","60"
"38","50","40","0","69","130"
"37","50","40","0","146","60"
"39","50","40","0","12","149"
"38","50","40","0","70","130"
"37","50","40","0","147","58"
"39","50","40","0","13","149"
"37","50","40","0","148","58"
"38","50","40","0","71","129"
"37","50","40","0","149","57"
"35","50","25","0","66","132"
"37","50","40","0","150","57"
"39","50","40","0","14","149"
"38","50","40","0","72","128"
"38","50","40","0","73","128"
"39","50","40","0","15","149"
"38","50","40","0","74","128"
"39","50","40","0","16","149"
"35","50","25","0","67","130"
"40","50","55","0","0","150"
"38","50","40","0","75","128"
"39","50","40","0","17","149"
"40","50","55","0","1","150"
"38","50","40","0","76","126"
"39","50","40","0","18","149"
"40","50","55","0","2","150"
"38","50","40","0","77","125"
"35","50","25","0","68","130"
"40","50","55","0","3","150"
"39","50","40","0","19","149"
"38","50","40","0","78","122"
"40","50","55","0","4","150"
"39","50","40","0","20","149"
"38","50","40","0","79","121"
"40","50","55","0","5","150"
"39","50","40","0","21","149"
"38","50","40","0","80","120"
"40","50","55","0","6","150"
"38","50","40","0","81","119"
"39","50","40","0","22","148"
"35","50","25","0","69","130"
"38","50","40","0","82","117"
"40","50","55","0","7","150"
"39","50","40","0","23","148"
"38","50","40","0","83","114"
"40","50","55","0","8","150"
"39","50","40","0","24","148"
"38","50","40","0","84","113"
"40","50","55","0","9","150"
"35","50","25","0","70","130"
"39","50","40","0","25","148"
"38","50","40","0","85","113"
"40","50","55","0","10","150"
"39","50","40","0","26","148"
"38","50","40","0","86","113"
"40","50","55","0","11","150"
"38","50","40","0","87","113"
"39","50","40","0","27","148"
"35","50","25","0","71","130"
"40","50","55","0","12","150"
"39","50","40","0","28","148"
"38","50","40","0","88","112"
"40","50","55","0","13","149"
"38","50","40","0","89","111"
"39","50","40","0","29","148"
"40","50","55","0","14","149"
"38","50","40","0","90","110"
"35","50","25","0","72","130"
"39","50","40","0","30","148"
"40","50","55","0","15","148"
"38","50","40","0","91","109"
"39","50","40","0","31","147"
"40","50","55","0","16","148"
"38","50","40","0","92","106"
"39","50","40","0","32","147"
"40","50","55","0","17","148"
"38","50","40","0","93","106"
"35","50","25","0","73","128"
"38","50","40","0","94","104"
"39","50","40","0","33","147"
"40","50","55","0","18","148"
"38","50","40","0","95","103"
"39","50","40","0","34","147"
"40","50","55","0","19","148"
"38","50","40","0","96","100"
"35","50","25","0","74","128"
"39","50","40","0","35","147"
"40","50","55","0","20","148"
"38","50","40","0","97","95"
"39","50","40","0","36","147"
"40","50","55","0","21","148"
"38","50","40","0","98","94"
"38","50","40","0","99","94"
"40","50","55","0","22","147"
"39","50","40","0","37","147"
"35","50","25","0","75","127"
"38","50","40","0","100","91"
"39","50","40","0","38","147"
"40","50","55","0","23","146"
"38","50","40","0","101","91"
"38","50","40","0","102","91"
"39","50","40","0","39","147"
"40","50","55","0","24","146"
"38","50","40","0","103","91"
"35","50","25","0","76","125"
"40","50","55","0","25","146"
"39","50","40","0","40","147"
"38","50","40","0","104","90"
"40","50","55","0","26","146"
"38","50","40","0","105","88"
"39","50","40","0","41","147"
"38","50","40","0","106","87"
"40","50","55","0","27","146"
"39","50","40","0","42","147"
"35","50","25","0","77","125"
"38","50","40","0","107","87"
"40","50","55","0","28","145"
"38","50","40","0","108","85"
"40","50","55","0","29","145"
"38","50","40","0","109","84"
"39","50","40","0","43","146"
"38","50","40","0","110","84"
"40","50","55","0","30","145"
"38","50","40","0","111","83"
"35","50","25","0","78","124"
"40","50","55","0","31","145"
"39","50","40","0","44","146"
"38","50","40","0","112","82"
"40","50","55","0","32","145"
"38","50","40","0","113","81"
"39","50","40","0","45","145"
"38","50","40","0","114","81"
"40","50","55","0","33","145"
"39","50","40","0","46","145"
"35","50","25","0","79","123"
"38","50","40","0","115","79"
"40","50","55","0","34","145"
"38","50","40","0","116","78"
"39","50","40","0","47","145"
"38","50","40","0","117","78"
"40","50","55","0","35","145"
"39","50","40","0","48","145"
"38","50","40","0","118","76"
"40","50","55","0","36","145"
"35","50","25","0","80","123"
"38","50","40","0","119","75"
"39","50","40","0","49","145"
"38","50","40","0","120","75"
"40","50","55","0","37","145"
"38","50","40","0","121","72"
"39","50","40","0","50","145"
"40","50","55","0","38","145"
"38","50","40","0","122","72"
"35","50","25","0","81","122"
"38","50","40","0","123","71"
"39","50","40","0","51","135"
"40","50","55","0","39","145"
"38","50","40","0","124","70"
"39","50","40","0","52","135"
"40","50","55","0","40","145"
"38","50","40","0","125","69"
"38","50","40","0","126","67"
"39","50","40","0","53","134"
"40","50","55","0","41","145"
"35","50","25","0","82","122"
"38","50","40","0","127","66"
"40","50","55","0","42","145"
"38","50","40","0","128","65"
"39","50","40","0","54","133"
"38","50","40","0","129","62"
"40","50","55","0","43","145"
"39","50","40","0","55","133"
"38","50","40","0","130","61"
"35","50","25","0","83","121"
"38","50","40","0","131","58"
"40","50","55","0","44","145"
"39","50","40","0","56","132"
"38","50","40","0","132","55"
"40","50","55","0","45","145"
"38","50","40","0","133","54"
"39","50","40","0","57","132"
"38","50","40","0","134","53"
"40","50","55","0","46","145"
"38","50","40","0","135","53"
"39","50","40","0","58","131"
"35","50","25","0","84","121"
"38","50","40","0","136","53"
"40","50","55","0","47","145"
"38","50","40","0","137","53"
"39","50","40","0","59","130"
"38","50","40","0","138","53"
"40","50","55","0","48","145"
"38","50","40","0","139","52"
"39","50","40","0","60","130"
"38","50","40","0","140","52"
"40","50","55","0","49","145"
"38","50","40","0","141","52"
"35","50","25","0","85","121"
"39","50","40","0","61","128"
"38","50","40","0","142","51"
"40","50","55","0","50","145"
"38","50","40","0","143","50"
"39","50","40","0","62","125"
"38","50","40","0","144","50"
"40","50","55","0","51","135"
"38","50","40","0","145","49"
"39","50","40","0","63","123"
"38","50","40","0","146","47"
"40","50","55","0","52","133"
"38","50","40","0","147","45"
"39","50","40","0","64","123"
"35","50","25","0","86","121"
"38","50","40","0","148","42"
"40","50","55","0","53","131"
