"BehaviorSpace results (NetLogo 5.3)"
"Fire_behaviour_space_edit.nlogo"
"experiment_density"
"01/27/2016 10:26:25:789 +0000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-125","125","-125","125"
"[run number]","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63"
"density","0","0","0","5","5","5","10","10","10","15","15","15","20","20","20","25","25","25","30","30","30","35","35","35","40","40","40","45","45","45","50","50","50","55","55","55","60","60","60","65","65","65","70","70","70","75","75","75","80","80","80","85","85","85","90","90","90","95","95","95","100","100","100"
"[reporter]","percent-burned","percent-burned","percent-burned","percent-burned","percent-burned","percent-burned","percent-burned","percent-burned","percent-burned","percent-burned","percent-burned","percent-burned","percent-burned","percent-burned","percent-burned","percent-burned","percent-burned","percent-burned","percent-burned","percent-burned","percent-burned","percent-burned","percent-burned","percent-burned","percent-burned","percent-burned","percent-burned","percent-burned","percent-burned","percent-burned","percent-burned","percent-burned","percent-burned","percent-burned","percent-burned","percent-burned","percent-burned","percent-burned","percent-burned","percent-burned","percent-burned","percent-burned","percent-burned","percent-burned","percent-burned","percent-burned","percent-burned","percent-burned","percent-burned","percent-burned","percent-burned","percent-burned","percent-burned","percent-burned","percent-burned","percent-burned","percent-burned","percent-burned","percent-burned","percent-burned","percent-burned","percent-burned","percent-burned"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.147742738829525","6.888895296865538","17.020768679875868","19.19333881360876","15.79943487764568","35.120748174736896","31.817398369980054","34.112758476555776","38.79970813571689","40.99788506583585","39.8566766323573","44.62292288027269","44.44090000425333","43.99370333340424","47.04724017901542","47.11825899796724","47.022693734295856","49.15343220895131","49.27370746134551","48.990399910174595","50.97336065573771","51.02972399150744","50.953461170382454","52.61657162026165","52.78141251467875","52.69878508588186","54.400000000000006","54.400000000000006","54.400000000000006"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.165117423913358","6.9206147812797365","17.105647065064584","19.238418498581318","15.855413978781256","35.39179058921202","32.10055893433137","34.34634014408301","39.1120941262313","41.26623155117913","40.219549489924","44.99573924158501","44.751392964995105","44.314918419877046","47.405271009448036","47.45505998644825","47.38962230287561","49.50593441209008","49.63498184268653","49.3665437805266","51.3496325607688","51.4242745930644","51.32208556339276","53.00234820530023","53.184029525247446","53.095936321742776","54.800000000000004","54.800000000000004","54.800000000000004"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.188283670691802","6.943683497217336","17.193177899790456","19.28349818355387","15.906061736951537","35.665274827240985","32.41080442222933","34.5971330923754","39.41307916818679","41.56414163236531","40.55047127827099","45.34938219002982","45.07464591042491","44.653151524176224","47.76529090004973","47.7978396907011","47.750568340445895","49.86031162694767","50.00561566395867","49.73145947564422","51.73650367439231","51.809978768577494","51.70843228299012","53.39483394833948","53.57658111055193","53.491411813992464","55.2","55.2","55.2"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.2114499174702456","6.969635802647136","17.291318532664913","19.336533107050993","15.95137815215653","35.93143359460845","32.7284367074582","34.852843549457845","39.73002553812478","41.862051713551494","40.88367528584796","45.68172134639966","45.434052145804095","45.01691165521496","48.123321730482346","48.15855554226952","48.11749690902565","50.237188982431135","50.36501815731347","50.092632445683705","52.11807518371961","52.181528662420384","52.07173997802431","53.77725595437772","53.965777554101656","53.88688730624215","55.60000000000001","55.60000000000001","55.60000000000001"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.225928821706773","6.992704518584734","17.368239569242196","19.389568030548116","15.994028895878873","36.185383244206776","33.0436067269101","35.11347151533034","40.03101058008026","42.17133240852341","41.21459707419495","46.04175543246698","45.810471694100634","45.36152651619902","48.48533068125311","48.53920044641078","48.488413831611695","50.612191326195784","50.731908202613155","50.465033590957574","52.496113623516116","52.546001415428165","52.44922553432815","54.16470982891647","54.349941285019284","54.27565982404692","56.00000000000001","56.00000000000001","56.00000000000001"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.2404077259433","7.010006055537933","17.43985570674518","19.453209938744664","16.02601695367063","36.446658364466586","33.32430502548445","35.39868702515306","40.3251550529004","42.4351306483524","41.52497888947212","46.3996591393268","46.18051125005317","45.71677763832457","48.83938339134759","48.90788791900833","48.85334822318829","50.99656872855456","51.11002957583018","50.83930609877052","52.867085924250986","52.931705590941256","52.81784992733846","54.54042267695404","54.73074987418218","54.672811059907836","56.39999999999999","56.39999999999999","56.39999999999999"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.2461992876379115","7.021540413506733","17.51412429378531","19.524807085465778","16.058005011462388","36.700608014064905","33.6050033240588","35.70603132453099","40.61473914629698","42.69210651990994","41.883287308578865","46.736259054111635","46.52715750074433","46.067774255993534","49.205370462456486","49.27258958109132","49.208311729749134","51.34907093169332","51.4956385009921","51.213578606583454","53.23452515545506","53.326256192498235","53.18470208769007","54.93290841999329","55.11994631773193","55.07163803937998","56.8","56.8","56.8"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.251990849332523","7.030191181983334","17.596350229436887","19.58049375513776","16.09532441221944","36.94967401655556","33.856154433309534","36.01829313269897","40.90432323969354","42.96727537352466","42.23703128922564","47.06859821048147","46.86104376674748","46.42089812589079","49.56340129288911","49.61337638008689","49.539345112272166","51.707198169988565","51.87188798622291","51.580365664240134","53.596664782362915","53.71903750884643","53.549782015382974","55.32036229453203","55.50075490689481","55.465437788018434","57.199999999999996","57.199999999999996","57.199999999999996"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.254886630179827","7.044609129444332","17.673271266014165","19.65474264803373","16.143306498907076","37.21094913681537","34.12454140299904","36.34284871284208","41.20302809193725","43.25608896368226","42.58849305064245","47.41798040051129","47.18429671217728","46.76551298687485","49.91745400298359","49.96412770536889","49.8823435568141","52.06157538484616","52.2481374714537","51.96773770982652","53.97293668739401","54.111818825194625","53.929039804345514","55.70613887957061","55.874853212548224","55.849183074989526","57.599999999999994","57.599999999999994","57.599999999999994"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.257782411027134","7.056143487413132","17.742234953980002","19.731643287104557","16.196619928560004","37.479549727736675","34.392928372688544","36.64035799463991","41.506293323604524","43.57446614968276","42.9445192505192","47.729015764806135","47.526689634639105","47.10587334340233","50.28543013426157","50.32285065168002","50.21337693933714","52.406577541109634","52.596308636891166","52.351367030334785","54.342142453363486","54.50990799716915","54.31361429128416","56.08856088560885","56.25398423083375","56.23627984918308","57.99999999999999","57.99999999999999","57.99999999999999"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.2606781918744385","7.064794255889731","17.813851091482984","19.811195672350244","16.239270672282345","37.74815031865798","34.631768153054445","36.93786727643776","41.8095585552718","43.89739158119755","43.293698792706024","48.06348530038347","47.83718259538088","47.4483609521581","50.64545002486325","50.67160907170473","50.56235791488852","52.7590797442484","52.9744300101082","52.733124988303985","54.70781514980215","54.897381457891015","54.69287208024669","56.46930560214693","56.63311524911927","56.630079597821535","58.4","58.4","58.4"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.26646975356905","7.082095792842931","17.880162329911673","19.888096311421073","16.29791544490057","38.01186726247162","34.84106074409672","37.23045904944555","42.10826340751551","44.19757578514088","43.64059611566287","48.38091180230081","48.15830887669602","47.818502839881724","50.97364495275982","50.9884810076129","50.897379651417864","53.122832017700105","53.33196061547677","53.09616932088254","55.075254381006225","55.28485491861288","55.057952007939605","56.865145924186514","57.01560140915953","57.03728529534982","58.8","58.8","58.8"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.272261315263661","7.10228091928833","17.95177846741466","19.972952189016468","16.35922588900144","38.24139867653164","35.062664664023835","37.510757050478226","42.41836920831813","44.495485866327066","43.94641349248008","48.67916489135066","48.473055165667134","48.178008466463865","51.34361014420686","51.319303280322046","51.26031986599131","53.486584291151814","53.708210100707575","53.457342290922014","55.46389202939513","55.6687898089172","55.42657640094991","57.25427708822542","57.398087569199795","57.427733556765816","59.199999999999996","59.199999999999996","59.199999999999996"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.2751570961109655","7.125349635225929","18.039309302140527","20.065763305136432","16.39921096124114","38.46604644348399","35.26949498928914","37.80580757788105","42.744436337103245","44.77292884269893","44.249948650067324","48.98167873881551","48.80694143167028","48.52049607521964","51.70164097463948","51.642153932002074","51.59534160252064","53.85971162319765","54.08258769795216","53.824129348578694","55.86842849067269","56.02795470629866","55.78456739800801","57.65011741026501","57.78728401274954","57.82153330540427","59.599999999999994","59.599999999999994","59.599999999999994"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.278052876958272","7.148418351163528","18.118882788254954","20.13470870568269","16.436530361998187","38.715112445974654","35.43692906212297","38.083646824518695","43.10014593214155","45.075387169399406","44.52837939612479","49.286322965487855","49.10254774360938","48.85872917951882","52.05967180507211","51.959025867910235","51.93235751605313","54.23096394352464","54.44760585526562","54.19465913131351","56.2464669304692","56.39242745930644","56.17977528089888","58.04260315330426","58.18319073980875","58.201927105152905","60","60","60"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.280948657805577","7.1772542460855275","18.198456274369377","20.216912837103234","16.481846777203177","38.947085683588504","35.621598995395566","38.393449878291655","43.43305363006202","45.33691128647124","44.81822123833216","49.612270984235195","49.406660712007145","49.17781701376332","52.42168075584286","52.30379847742038","52.26538507557931","54.60971631072694","54.82572722848265","54.57080300166551","56.61920576596947","56.76751592356688","56.557260837202705","58.42334786984233","58.569032041603755","58.589023879346456","60.4","60.4","60.4"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.286740219500188","7.1859050145621275","18.26476751279807","20.30707220704834","16.51916617796023","39.19859350963299","35.79641986556029","38.722922967224804","43.76824151769427","45.60070952630023","45.11490973822945","49.95739241585002","49.71715367274893","49.484141334638046","52.785678766782695","52.67647176053251","52.59641845810235","54.977218607616294","55.205720489685895","54.95256095963471","56.99724420576597","57.153220099079974","56.93120192818913","58.809124454880916","58.94313034725717","58.97779639715124","60.8","60.8","60.8"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.295427562042105","7.191672193546526","18.33107875122676","20.378669353769457","16.55648557871728","39.48184504187727","36.010636988156506","39.059772319343026","44.09658883619117","45.86223364337207","45.42985599196659","50.29825308904985","50.05316660286674","49.79897466442596","53.123818995524616","53.031208896329076","52.93542854863797","55.359720998256236","55.58571375088914","55.32496210490858","57.382348784624085","57.54246284501061","57.31577641512777","59.186514592418646","59.31890622378796","59.358190196899876","61.199999999999996","61.199999999999996","61.199999999999996"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.3012191237367166","7.194555783038727","18.397389989655448","20.43965951579115","16.604467665404915","39.784631162552195","36.24947676852239","39.36465786432593","44.44545786209413","46.11238714665818","45.75849556108359","50.628461866212184","50.39981285355791","50.11593524644217","53.48582794629537","53.379967316353785","53.28640370119252","55.730973318583246","55.93762869229906","55.68052098733087","57.76745336348219","57.90693559801841","57.68085634282068","59.572291177457224","59.691326958564","59.73858399664851","61.6","61.6","61.6"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.307010685431326","7.197439372530927","18.466353677621285","20.47943570841399","16.660446766540492","40.070324518350304","36.490778814665255","39.68429593567899","44.76924480116746","46.39892661405863","46.10539288404044","50.93736685129953","50.73157245544638","50.4180050628603","53.85380407757334","53.73470445215035","53.63737885374705","56.094725592034955","56.29515929766763","56.043565319909426","58.1507914075749","58.27671620665251","58.03884733987877","59.959745051995974","60.06542526421741","60.12903225806452","62","62","62"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.309906466278632","7.200322962023126","18.519402668364236","20.516560154861978","16.724422882124006","40.3462505799331","36.73946765813902","40.03343905977232","45.10671287851149","46.68774020421622","46.43631467238743","51.24414145717938","51.033558759729495","50.74985641047459","54.23371456986574","54.08146996691777","53.98037729828899","56.46785292408077","56.660177454981095","56.4215805528005","58.5305963821368","58.66242038216561","58.398610569595576","60.34887621603489","60.446233853380306","60.51948051948052","62.4","62.4","62.4"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.309906466278632","7.208973730499727","18.58040900771863","20.55633634748482","16.79106466919017","40.60996752374673","37.002930096274596","40.38504093826067","45.44646114556731","47.03113274054533","46.755825364584524","51.55730720068172","51.3483050487006","51.083835010317166","54.593734460467424","54.4401929132289","54.31739321182148","56.85410533815837","57.030811276253225","56.779010797761856","58.91393442622951","59.04281670205237","58.76546272994718","60.738007380073796","60.83878543868478","60.914956011730204","62.8","62.8","62.8"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.309906466278632","7.211857319991926","18.646720246147318","20.593460793932806","16.865703470704272","40.902986350206334","37.251618939748354","40.73910157114406","45.765687705217076","47.36770290860301","47.07077161832166","51.868342564976565","51.68219131470375","51.439086132442725","54.95773247140726","54.796922954282756","54.65241494835082","57.23098269364183","57.397701321552915","57.12521286748882","59.2902063312606","59.424982307147914","59.14294828625102","61.1439114391144","61.23972487837611","61.298701298701296","63.2","63.2","63.2"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.309906466278632","7.217624498976326","18.70772658550171","20.625281748031078","16.921682571839845","41.17891241178913","37.52246817521483","41.048904624917014","46.06667274717257","47.72701430423214","47.372024556678916","52.20920323817639","52.026710901280246","51.79221000233998","55.321730482347085","55.149667184822036","55.01934351693056","57.617235107719424","57.76084759088016","57.48825720006737","59.6682447710571","59.80007077140835","59.51866160989615","61.53304260315331","61.61717832578426","61.66904063678257","63.6","63.6","63.6"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.309906466278632","7.226275267452925","18.7740378239304","20.65179920977964","16.96433331556219","41.47193123824872","37.79331741068131","41.358707678689974","46.347136081722","48.07950333158984","47.668713056576216","52.56923732424371","52.37335715197142","52.13682486332405","55.667826951765285","55.50041851010403","55.37829537749771","57.99598747492172","58.12960952416607","57.84568744502872","60.044516676088186","60.18754423213022","59.89083046822387","61.92385105669238","61.99295420231504","62.064516129032256","64","64","64"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.309906466278632","7.240693214913925","18.83769661282194","20.680968417703056","17.01231540224983","41.745415476277685","38.091251569694435","41.67588699564801","46.668642831083545","48.409251131376074","47.98594152954333","52.93566254793354","52.70937008208924","52.48356697653641","56.04972650422675","55.84718402487145","55.737247238064846","58.34286464290401","58.46654936168619","58.216217227763536","60.41195590729226","60.562632696390665","60.27186048984511","62.31969137873197","62.38047307498742","62.45496439044827","64.4","64.4","64.4"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.309906466278632","7.2464603938983245","18.90400785125063","20.707485879451617","17.073625846350694","42.006690596537496","38.38672346293059","42.03240638292641","46.994709959868665","48.720805949105134","48.30088778328046","53.28291435875586","53.02836969928969","52.828181837520475","56.42963699651915","56.195942444896176","56.08423403661309","58.70099188119926","58.81659241510988","58.583004285420216","60.78646127755795","60.9447983014862","60.65289051146635","62.705467963770545","62.76463680590505","62.842061164641805","64.8","64.8","64.8"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.309906466278632","7.252227572882725","18.972971539216466","20.744610325899604","17.12960494748627","42.260640246135814","38.674808558835835","42.40367829657495","47.35041955490697","49.0573761171628","48.60670516009768","53.6067319982957","53.37714261409553","53.18343295964603","56.7916459472899","56.57060863326557","56.42124995014558","59.04411902574391","59.18722623638202","58.955405430694086","61.17156585641605","61.31280962491154","61.01974267181796","63.08453539080845","63.152155678577415","63.23418516966905","65.2","65.2","65.2"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.309906466278632","7.257994751867123","19.047240126256597","20.79764524939673","17.18558404862185","42.53412448416478","38.962893654741094","42.73069263111308","47.7175300985042","49.37347918040616","48.90567587922496","53.91989774179804","53.72804219301604","53.53230232508669","57.153654898060665","56.9432819163777","56.78817851872532","59.389121182007386","59.572835161543935","59.331549301046095","61.55490390050876","61.67905166312809","61.391911530145684","63.46528010734653","63.53128669686294","63.626309174696274","65.60000000000001","65.60000000000001","65.60000000000001"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.309906466278632","7.263761930851524","19.116203814222434","20.853331919068708","17.241563149757425","42.812492369301395","39.24851648486938","43.03803693049101","48.08920102152499","49.68958224364951","49.1863888445124","54.25436727737537","54.074688443707196","53.86840817715757","57.513674788662364","57.29204033640241","57.14713037929246","59.74349839686498","59.95282842274718","59.70020772124184","61.92057659694743","62.05237084217976","61.76053592315599","63.852733981885265","63.91209528602584","64.01508169250106","66","66","66"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.309906466278632","7.2724126993281235","19.18781995172542","20.91167033491554","17.310870608306235","43.093302077991844","39.52429025188979","43.37488628260923","48.43122947829259","50.003411184135715","49.46025515210991","54.61227098423519","54.395814725022326","54.18749601140207","57.85778219791149","57.6427916616844","57.50009970885016","60.09600060000375","60.33469357193666","60.08196567921104","62.2897823629169","62.43099787685775","62.14688264275334","64.24857430392485","64.29122630431135","64.4021784666946","66.4","66.4","66.4"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.309906466278632","7.286830646789124","19.256783639691257","20.972660496937234","17.398837767233566","43.39608819866677","39.79513948735626","43.672395564407076","48.739055089383434","50.31951424737907","49.750096994317275","54.91904559011505","54.725447662796135","54.4938203322768","58.19791148682248","57.97162102913628","57.81717385235113","60.46537790861193","60.6978398412639","60.4337818365552","62.66075466365179","62.80962491153574","62.51905150108106","64.64273733646428","64.67539003522899","64.7926267281106","66.8","66.8","66.8"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.309906466278632","7.2983650047579225","19.33635712580568","21.033650658958926","17.484139254678254","43.69643249578786","40.065988722822745","43.96252858301985","49.07652316672747","50.64926204716531","50.04906771344455","55.24925436727738","55.0657139211433","54.79801740092323","58.53207359522625","58.30045039658815","58.13624217285527","60.834755217220106","61.07221743850848","60.791212081516555","63.037026568682876","63.1829440905874","62.89653705738489","65.03522307950352","65.06458647877874","65.18642647674906","67.2","67.2","67.2"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.309899362726722","19.407973263308666","21.110551298029755","17.566775070640293","44.00166044001661","40.324526629404374","44.267414128002756","49.39346953666545","51.01539581106588","50.322934021042066","55.577332765232214","55.37195355365574","55.091578208428174","58.88413724515167","58.631272669297296","58.44334543134049","61.19663247895299","61.44472314776684","61.120571888391936","63.42389768230638","63.54210898796886","63.26870591571262","65.4209996645421","65.45042778057373","65.5852534562212","67.60000000000001","67.60000000000001","67.60000000000001"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.3156665417111215","19.506113896183123","21.1741932062263","17.649410886602336","44.3190975020145","40.58306453598601","44.572299672985665","49.7286574242977","51.34286948809497","50.59908254786954","55.89902002556455","55.673939857938834","55.37663000701993","59.25609149676778","58.97604527880744","58.76839628285406","61.55850974068587","61.82471640897008","61.45180305780639","63.8107687959299","63.89950460014154","63.63910254138163","65.81180811808119","65.82788122798188","65.97737746124844","68","68","68"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.327200899679921","19.598949629983288","21.23518336824799","17.72138401663379","44.6365345640124","40.8686873661143","44.84768016522829","50.066125501641736","51.674891410638345","50.85012666316726","56.2036642522369","56.00569945982732","55.634027526643834","59.59025360517156","59.33078241460401","59.10541219638655","61.94476215476347","62.193478342256","61.80549057768962","64.18174109666478","64.26043878273178","64.01304363236807","66.20429386112043","66.22211038416374","66.37285295349812","68.4","68.4","68.4"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.341618847140921","19.681175565634863","21.29882527644454","17.793357146665244","44.93199521402583","41.159234727796516","45.105849376705756","50.41955490696826","52.00918745593888","51.08975968231508","56.46996165317426","56.350219046403815","55.89142504626774","59.91447041272998","59.67954083462872","59.44043393291588","62.32163951024694","62.57159971547303","62.1722776353463","64.56861221028831","64.61429582448692","64.40293481728281","66.59510231465951","66.60627411508136","66.77670716380393","68.8","68.8","68.8"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.356036794601921","19.755444152674993","21.370422423165657","17.854667590766113","45.19571215783947","41.427621697486025","45.34188979862802","50.73878146661802","52.373047097082306","51.32482826300294","56.736259054111635","56.68197864829229","56.16584058371801","60.21481849825957","60.02032763362429","59.77545566944522","62.689141807136295","62.95533675264872","62.55964968093268","64.93958451102317","64.98230714791224","64.76447027965831","66.98255618919825","66.99714812950847","67.17385839966485","69.19999999999999","69.19999999999999","69.19999999999999"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.37333833155512","19.835017638789424","21.44201956988677","17.913312363384335","45.48384733719141","41.69354640139857","45.602517764500504","51.04888726742065","52.71643963341142","51.57587237830066","57.02812100553899","57.02224490663944","56.46152864345125","60.531079065141725","60.3332137590179","60.13241335300922","63.036018975118594","63.355920781700426","62.94515036398002","65.32468908988129","65.36093418259024","65.13841137064473","67.36665548473667","67.37460157691663","67.56933389191454","69.6","69.6","69.6"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.399290636984919","19.930505822126733","21.508313224258174","17.982619821933145","45.75977339877421","41.93484844754143","45.87789825674313","51.34531192995257","53.06665453801196","51.833763151288316","57.31359181934385","57.35613117264259","56.7550894509562","60.87319741422178","60.63414245286779","60.469429266541695","63.39789623685148","63.724682714986336","63.32503695941014","65.69212832108536","65.72363765038925","65.50526353099634","67.74907749077491","67.76044287871163","67.96145789694177","70","70","70"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.410824994953718","19.996817060555422","21.582562117154147","18.065255637895188","46.043024931018486","42.16876369635338","46.1262324506405","51.66225829989055","53.3964023377982","52.11447611657576","57.594801874733704","57.67513078984305","57.06141377183093","61.20735952262556","60.956993104547806","60.80245682606788","63.73539834623967","64.09157276028601","63.70866627991841","66.08429903900509","66.10757254069355","65.86325452805444","68.13317678631333","68.147961751384","68.353581901969","70.39999999999999","70.39999999999999","70.39999999999999"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.428126531906917","20.071085647595556","21.64885577152555","18.155888468305168","46.31162552193979","42.36574495851082","46.384401662117966","51.963243341846045","53.69658654174152","52.399753520323166","57.89518534299105","58.01327038407555","57.34433831819439","61.55345599204376","61.30575152457253","61.13747856259722","64.08790054937843","64.45097525364082","64.08855287534854","66.47470322215942","66.49858457183298","66.24605678233438","68.52566252935257","68.54219090756585","68.73732718894009","70.8","70.8","70.8"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.448311658352318","20.15331158324713","21.728408156771234","18.262515327611027","46.616853466168536","42.60458473887672","46.613065820855155","52.2687887632251","53.9944966229277","52.69644202022046","58.17213463996591","58.33439666539066","57.66342615243889","61.88363998010939","61.64853122882538","61.50440713117696","64.42727767048544","64.81973718692673","64.44972584538803","66.86157433578292","66.88605803255486","66.63417573459044","68.90640724589065","68.92803220936085","69.13280268118977","71.2","71.2","71.2"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.462729605813316","20.235537518898703","21.79205006496778","18.350482486538358","46.89522135130515","42.84588678501958","46.84910624277741","52.58801532287486","54.303777317899616","52.98171942396787","58.478909245845756","58.651269618476455","57.99527750005318","62.20785678766782","62.01323289090836","61.869341522753565","64.80040500253126","65.17539590430908","64.8277410782791","67.25727812323346","67.27707006369427","67.01697798887038","69.29050654142905","69.32393893642006","69.524926686217","71.6","71.6","71.6"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.477147553274316","20.317763454550278","21.850388480814615","18.443780988430987","47.18091470710327","43.13150961514786","47.1097342086499","52.90724188252462","54.62897687217156","53.2738434854052","58.8048572645931","58.98090255625027","58.34414686549384","62.5360517155644","62.373948742476784","62.23427591433015","65.17165732285827","65.55913294148478","65.1664576978498","67.63531656302996","67.65746638358104","67.39978024315032","69.68634686346864","69.72655594698875","69.90364474235442","72","72","72"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.491565500735316","20.415904087424735","21.92463737371059","18.547742176254197","47.43242253314776","43.38512299017556","47.34331587617713","53.242429770156875","54.92916107611489","53.52032316224297","59.132935662547936","59.32329547871209","58.693016230934504","62.88413724515166","62.72071425724421","62.579268535875244","65.55603472521703","65.9278948747707","65.5220165802721","68.02042114188808","68.03609341825903","67.78789919540638","70.08386447500838","70.11742996141587","70.28739002932551","72.39999999999999","72.39999999999999","72.39999999999999"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.5030998587041156","20.492825124002014","21.988279281907136","18.641040678146826","47.6399775352233","43.658434491419","47.60640259644464","53.55709595038307","55.22024878902963","53.782778373690576","59.450362164465275","59.68695504232061","59.04188559637517","63.23818995524615","63.06747977201164","62.914290272404585","65.92916205726286","66.30414436000149","65.88693227538971","68.40552572074618","68.40764331210191","68.1707014496863","70.4729956390473","70.49991612145612","70.67951403435274","72.8","72.8","72.8"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.508867037688514","20.559136362430706","22.06252817480311","18.731673508556806","47.857299831514176","43.894812006007925","47.86703056231713","53.86948194089748","55.55454483433016","54.072620215897935","59.7890924584576","60.05486793415847","59.36735518730456","63.5803083043262","63.43218143409462","63.255294539943364","66.29853936587104","66.66916251731496","66.26681887081985","68.78356416054268","68.79157820240623","68.54818700599014","70.85877222408587","70.87736956886428","71.06158357771261","73.2","73.2","73.2"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.517517806165114","20.622795151322247","22.126170082999653","18.846297382310603","48.086831245574196","44.1508876468126","48.12765852818962","54.20466982852974","55.87064789757351","54.41267088116485","60.10012782275245","60.38237420781761","59.68006126486417","63.9204375932372","63.78492566463391","63.5863279224664","66.66791667447922","67.0154617947662","66.64857682878905","69.16160260033918","69.16489738145789","68.92567256229398","71.23113049312312","71.25985572890454","71.44700460829493","73.6","73.6","73.6"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.523284985149514","20.68380149067664","22.195115483545916","18.97958095644293","48.311479012526554","44.40203875606333","48.3661577045069","54.55581904414447","56.184476838059716","54.75728598489171","60.443118875159776","60.69499383267407","60.007658108021865","64.2864246643461","64.1735421898043","63.937303075020935","67.0372939830874","67.37486428812099","67.02097797406292","69.53964104013566","69.53467799009199","69.28366355935208","71.61522978866152","71.6540848850864","71.83577712609971","74","74","74"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.526168574641715","20.74746027956818","22.26140913791732","19.13152423095378","48.52880130881743","44.677812523083745","48.631703179169435","54.91608901860635","56.493757533031626","55.117876623228426","60.75202386024713","60.99910680107183","60.32036418558149","64.65638985579314","64.55817290446012","64.27631316555657","67.4085463034144","67.74549810939313","67.38027958156334","69.90708027133974","69.91153573956122","69.64519902172758","72.00436095270044","72.0449588995135","72.22790113112694","74.4","74.4","74.4"
